"","experiment_alias","cell_line"
"4507","GSM3490779","cardiac fibroblasts"
"4508","GSM3490780","cardiac fibroblasts"
"4509","GSM3490781","cardiac fibroblasts"
"4510","GSM3490782","cardiac fibroblasts"
"4511","GSM3490783","cardiac fibroblasts"
"4512","GSM3490784","cardiac fibroblasts"
"4513","GSM3490785","cardiac fibroblasts"
"4514","GSM3490786","cardiac fibroblasts"
"4515","GSM3490787","cardiac fibroblasts"
"4516","GSM3490788","cardiac fibroblasts"
"4517","GSM3490789","cardiac fibroblasts"
"4518","GSM3490790","cardiac fibroblasts"
"4519","GSM3490791","cardiac fibroblasts"
"4520","GSM3490792","cardiac fibroblasts"
"4521","GSM3490793","cardiac fibroblasts"
"4522","GSM3490794","cardiac fibroblasts"
"4523","GSM3490795","cardiac fibroblasts"
"4524","GSM3490796","cardiac fibroblasts"
"4525","GSM3490797","cardiac fibroblasts"
"4526","GSM3490798","cardiac fibroblasts"
"4527","GSM3490799","cardiac fibroblasts"
"4528","GSM3490800","cardiac fibroblasts"
"4529","GSM3490801","cardiac fibroblasts"
"4530","GSM3490802","cardiac fibroblasts"
"4531","GSM3490803","cardiac fibroblasts"
"4532","GSM3490804","cardiac fibroblasts"
"4533","GSM3490805","cardiac fibroblasts"
"4534","GSM3490806","cardiac fibroblasts"
"4535","GSM3490807","cardiac fibroblasts"
"4536","GSM3490808","cardiac fibroblasts"
"4537","GSM3490809","cardiac fibroblasts"
"4538","GSM3490810","cardiac fibroblasts"
"4539","GSM3490811","cardiac fibroblasts"
"4540","GSM3490812","cardiac fibroblasts"
"4541","GSM3490813","cardiac fibroblasts"
"4542","GSM3490814","cardiac fibroblasts"
"4543","GSM3506277","HEK293"
"4544","GSM3506278","HEK293"
"4545","GSM3506279","HEK293"
"4546","GSM3506280","HEK293"
"4547","GSM3506281","HEK293"
"4548","GSM3506282","HEK293"
"4549","GSM3506283","HEK293"
"4550","GSM3506284","HEK293"
"4551","GSM3506285","HEK293"
"4552","GSM3506286","HEK293"
"4553","GSM3506287","HEK293"
"4554","GSM3506288","HEK293"
"4555","GSM3506289","HEK293"
"4556","GSM3506290","HEK293"
"4557","GSM3506291","HEK293"
"4558","GSM3506292","HEK293"
"4559","GSM3506293","HEK293"
"4560","GSM3506294","HEK293"
"4561","GSM3507209","LCL"
"4562","GSM3507210","LCL"
"4563","GSM3507211","LCL"
"4564","GSM3507212","LCL"
"4565","GSM3507213","LCL"
"4566","GSM3507214","LCL"
"4567","GSM3507215","LCL"
"4568","GSM3507216","LCL"
"4569","GSM3507217","LCL"
"4570","GSM3507218","LCL"
"4571","GSM3507219","LCL"
"4572","GSM3507220","LCL"
"4573","GSM3507221","LCL"
"4574","GSM3507222","LCL"
"4575","GSM3507223","LCL"
"4576","GSM3507224","LCL"
"4577","GSM3507225","LCL"
"4578","GSM3507226","LCL"
"4579","GSM3507227","LCL"
"4581","GSM3507229","LCL"
"4582","GSM3507230","LCL"
"4583","GSM3516876","Dorsal section of lumbar spinal cord"
"4584","GSM3516877","Dorsal section of lumbar spinal cord"
"4585","GSM3516878","Dorsal section of lumbar spinal cord"
"4586","GSM3516879","Dorsal section of lumbar spinal cord"
"4587","GSM3516880","Dorsal section of lumbar spinal cord"
"4588","GSM3516881","Dorsal section of lumbar spinal cord"
"4589","GSM3516882","Dorsal section of lumbar spinal cord"
"4590","GSM3516883","Dorsal section of lumbar spinal cord"
"4591","GSM3516884","Dorsal section of lumbar spinal cord"
"4592","GSM3516885","Dorsal section of lumbar spinal cord"
"4593","GSM3516886","Dorsal section of lumbar spinal cord"
"4594","GSM3516887","Dorsal section of lumbar spinal cord"
"4595","GSM3516888","Dorsal section of lumbar spinal cord"
"4596","GSM3516889","Dorsal section of lumbar spinal cord"
"4597","GSM3516890","Dorsal section of lumbar spinal cord"
"4598","GSM3516891","Dorsal section of lumbar spinal cord"
"4599","GSM3518131","kidney"
"4600","GSM3518132","kidney"
"4601","GSM3518133","kidney"
"4602","GSM3518134","kidney"
"4603","GSM3518135","kidney"
"4604","GSM3518136","kidney"
"4605","GSM3518137","kidney"
"4606","GSM3518138","kidney"
"4607","GSM3518139","kidney"
"4608","GSM3518140","kidney"
"4609","GSM3518141","kidney"
"4610","GSM3518142","kidney"
"4611","GSM3518143","kidney"
"4612","GSM3518144","kidney"
"4613","GSM3518145","kidney"
"4614","GSM3518146","kidney"
"4615","GSM3518147","kidney"
"4616","GSM3518148","kidney"
"4617","GSM3518149","kidney"
"4618","GSM3518150","kidney"
"4619","GSM3518151","liver"
"4620","GSM3518152","liver"
"4621","GSM3518153","liver"
"4622","GSM3518154","liver"
"4623","GSM3518155","liver"
"4624","GSM3518156","liver"
"4625","GSM3518157","liver"
"4626","GSM3518158","liver"
"4627","GSM3518159","liver"
"4628","GSM3518160","liver"
"4629","GSM3518161","liver"
"4630","GSM3518162","liver"
"4631","GSM3518163","liver"
"4632","GSM3518164","liver"
"4633","GSM3518165","liver"
"4634","GSM3518166","liver"
"4635","GSM3518167","liver"
"4636","GSM3518168","liver"
"4637","GSM3518169","liver"
"4638","GSM3518170","liver"
"4639","GSM3518171","liver"
"4640","GSM3518172","liver"
"4641","GSM3518173","liver"
"4642","GSM3518174","liver"
"4643","GSM3518175","liver"
"4644","GSM3518176","liver"
"4645","GSM3518177","liver"
"4646","GSM3518178","liver"
"4647","GSM3518179","liver"
"4648","GSM3518180","liver"
"4649","GSM3518181","liver"
"4650","GSM3518182","liver"
"4651","GSM3518183","liver"
"4652","GSM3518184","liver"
"4653","GSM3518185","liver"
"4654","GSM3518186","liver"
"4655","GSM3526827","inguinal white fat"
"4656","GSM3526828","inguinal white fat"
"4657","GSM3526829","inguinal white fat"
"4658","GSM3526830","inguinal white fat"
"4659","GSM3526831","inguinal white fat"
"4660","GSM3526832","inguinal white fat"
"4661","GSM3526833","inguinal white fat"
"4662","GSM3526834","inguinal white fat"
"4663","GSM3526835","inguinal white fat"
"4664","GSM3526836","inguinal white fat"
"4665","GSM3526837","inguinal white fat"
"4666","GSM3526838","inguinal white fat"
"4667","GSM3526839","inguinal white fat"
"4668","GSM3526840","inguinal white fat"
"4669","GSM3526841","inguinal white fat"
"4670","GSM3526842","inguinal white fat"
"4671","GSM3526843","inguinal white fat"
"4672","GSM3526844","inguinal white fat"
"4673","GSM3526845","inguinal white fat"
"4674","GSM3526846","inguinal white fat"
"4675","GSM3526847","inguinal white fat"
"4676","GSM3526848","inguinal white fat"
"4677","GSM3526849","inguinal white fat"
"4678","GSM3526850","inguinal white fat"
"4679","GSM3537582","WI38"
"4680","GSM3537583","WI38"
"4681","GSM3537584","WI38"
"4682","GSM3537585","WI38"
"4683","GSM3537586","WI38"
"4684","GSM3537587","WI38"
"4685","GSM3537588","WI38"
"4686","GSM3537589","WI38"
"4687","GSM3537590","WI38"
"4688","GSM3537591","WI38"
"4689","GSM3537592","WI38"
"4690","GSM3537593","WI38"
"4691","GSM3537594","WI38"
"4692","GSM3537595","WI38"
"4693","GSM3537596","WI38"
"4694","GSM3537597","WI38"
"4695","GSM3543463","AgRP+ ARH neurons"
"4696","GSM3543464","AgRP+ ARH neurons"
"4697","GSM3543465","AgRP+ ARH neurons"
"4698","GSM3543466","AgRP+ ARH neurons"
"4699","GSM3543467","AgRP+ ARH neurons"
"4700","GSM3543468","AgRP+ ARH neurons"
"4701","GSM3543469","AgRP+ ARH neurons"
"4702","GSM3543470","AgRP+ ARH neurons"
"4703","GSM3543471","AgRP+ ARH neurons"
"4704","GSM3543472","AgRP+ ARH neurons"
"4705","GSM3543473","AgRP+ ARH neurons"
"4706","GSM3543474","AgRP+ ARH neurons"
"4707","GSM3543475","AgRP+ ARH neurons"
"4708","GSM3543476","AgRP+ ARH neurons"
"4709","GSM3543477","AgRP+ ARH neurons"
"4710","GSM3543478","AgRP+ ARH neurons"
"4711","GSM3543479","AgRP+ ARH neurons"
"4712","GSM3543480","AgRP+ ARH neurons"
"4713","GSM3543481","AgRP+ ARH neurons"
"4714","GSM3543482","AgRP+ ARH neurons"
"4715","GSM3543483","AgRP+ ARH neurons"
"4716","GSM3543484","AgRP+ ARH neurons"
"4717","GSM3543485","AgRP+ ARH neurons"
"4718","GSM3543486","AgRP+ ARH neurons"
"4719","GSM3543487","AgRP+ ARH neurons"
"4720","GSM3543488","AgRP+ ARH neurons"
"4721","GSM3543489","AgRP+ ARH neurons"
"4722","GSM3543490","AgRP+ ARH neurons"
"4723","GSM3543491","AgRP+ ARH neurons"
"4724","GSM3543492","AgRP+ ARH neurons"
"4725","GSM3543493","AgRP+ ARH neurons"
"4726","GSM3543494","AgRP+ ARH neurons"
"4727","GSM3543495","AgRP+ ARH neurons"
"4728","GSM3543496","AgRP+ ARH neurons"
"4729","GSM3543497","AgRP+ ARH neurons"
"4730","GSM3543498","AgRP+ ARH neurons"
"4731","GSM3543499","AgRP+ ARH neurons"
"4732","GSM3543500","AgRP+ ARH neurons"
"4733","GSM3543501","AgRP+ ARH neurons"
"4734","GSM3543502","AgRP+ ARH neurons"
"4735","GSM3543503","AgRP+ ARH neurons"
"4736","GSM3543504","AgRP+ ARH neurons"
"4737","GSM3543505","AgRP+ ARH neurons"
"4738","GSM3543506","AgRP+ ARH neurons"
"4739","GSM3543507","AgRP+ ARH neurons"
"4740","GSM3543508","AgRP+ ARH neurons"
"4741","GSM3543509","AgRP+ ARH neurons"
"4742","GSM3543510","AgRP+ ARH neurons"
"4743","GSM3543511","AgRP+ ARH neurons"
"4744","GSM3543512","AgRP+ ARH neurons"
"4745","GSM3543513","AgRP+ ARH neurons"
"4746","GSM3543514","AgRP+ ARH neurons"
"4747","GSM3543515","AgRP+ ARH neurons"
"4748","GSM3543516","AgRP+ ARH neurons"
"4749","GSM3543517","AgRP+ ARH neurons"
"4750","GSM3543519","AgRP+ ARH neurons"
"4751","GSM3543520","AgRP+ ARH neurons"
"4752","GSM3543521","AgRP+ ARH neurons"
"4753","GSM3543522","AgRP+ ARH neurons"
"4754","GSM3543523","AgRP+ ARH neurons"
"4755","GSM3543524","AgRP+ ARH neurons"
"4756","GSM3543525","AgRP+ ARH neurons"
"4757","GSM3543526","AgRP+ ARH neurons"
"4758","GSM3543527","AgRP+ ARH neurons"
"4759","GSM3543528","AgRP+ ARH neurons"
"4760","GSM3543529","AgRP+ ARH neurons"
"4761","GSM3543530","AgRP+ ARH neurons"
"4762","GSM3543531","AgRP+ ARH neurons"
"4763","GSM3543532","AgRP+ ARH neurons"
"4764","GSM3543533","AgRP+ ARH neurons"
"4765","GSM3543534","AgRP+ ARH neurons"
"4766","GSM3543535","AgRP+ ARH neurons"
"4767","GSM3543536","AgRP+ ARH neurons"
"4768","GSM3543537","AgRP+ ARH neurons"
"4769","GSM3543538","AgRP+ ARH neurons"
"4770","GSM3543539","AgRP+ ARH neurons"
"4771","GSM3543540","AgRP+ ARH neurons"
"4772","GSM3543541","AgRP+ ARH neurons"
"4773","GSM3543542","AgRP+ ARH neurons"
"4774","GSM3543543","AgRP+ ARH neurons"
"4775","GSM3544711","HEK293T"
"4776","GSM3544712","HEK293T"
"4777","GSM3544713","HEK293T"
"4778","GSM3544714","HEK293T"
"4779","GSM3544715","HEK293T"
"4780","GSM3544716","HEK293T"
"4781","GSM3544717","HEK293T"
"4782","GSM3544718","HEK293T"
"4783","GSM3562582","HeLa"
"4784","GSM3562583","HeLa"
"4785","GSM3562584","HeLa"
"4786","GSM3562585","HeLa"
"4787","GSM3562586","HeLa"
"4788","GSM3562587","HeLa"
"4789","GSM3562588","HeLa"
"4790","GSM3562589","HeLa"
"4791","GSM3562590","HeLa"
"4792","GSM3562591","HeLa"
"4793","GSM3562592","HeLa"
"4794","GSM3562593","HeLa"
"4795","GSM3563707","HEK293"
"4796","GSM3563708","HEK293"
"4797","GSM3563709","HEK293"
"4798","GSM3563710","HEK293"
"4799","GSM3563711","HEK293"
"4800","GSM3563712","HEK293"
"4802","GSM3563714","HEK293"
"4803","GSM3566397","HEK293T"
"4804","GSM3566398","HEK293T"
"4805","GSM3566399","HEK293T"
"4806","GSM3566400","HEK293T"
"4807","GSM3566401","HEK293T"
"4808","GSM3566402","HEK293T"
"4809","GSM3566403","HEK293T"
"4810","GSM3566404","HEK293T"
"4811","GSM3566405","HEK293T"
"4812","GSM3566406","HeLa S3"
"4813","GSM3566407","HeLa S3"
"4814","GSM3566408","HeLa S3"
"4815","GSM3566409","HeLa S3"
"4816","GSM3566410","K562"
"4817","GSM3566411","K562"
"4818","GSM3566412","K562"
"4819","GSM3566413","HEK293T"
"4820","GSM3566414","HEK293T"
"4821","GSM3566415","HEK293T"
"4822","GSM3566416","HeLa S3"
"4823","GSM3566417","HeLa S3"
"4824","GSM3566418","HeLa S3"
"4825","GSM3566419","HeLa S3"
"4826","GSM3566420","K562"
"4827","GSM3566421","K562"
"4828","GSM3566422","HEK293T"
"4829","GSM3566423","HEK293T"
"4830","GSM3566424","HEK293T"
"4831","GSM3566425","HEK293T"
"4832","GSM3566426","HEK293T"
"4833","GSM3566427","HEK293T"
"4834","GSM3566428","HeLa S3"
"4835","GSM3566429","K562"
"4836","GSM3580276","CD3-CD56+ NK cells"
"4837","GSM3580277","CD3-CD56+ NK cells"
"4838","GSM3580278","CD3-CD56+ NK cells"
"4839","GSM3580279","CD3-CD56+ NK cells"
"4840","GSM3580280","CD3-CD56+ NK cells"
"4841","GSM3580281","CD3-CD56+ NK cells"
"4842","GSM3580282","CD3-CD56+ NK cells"
"4843","GSM3580283","CD3-CD56+ NK cells"
"4844","GSM3580284","CD3-CD56+ NK cells"
"4845","GSM3580285","CD3-CD56+ NK cells"
"4846","GSM3580286","CD3-CD56+ NK cells"
"4847","GSM3580287","CD3-CD56+ NK cells"
"4848","GSM3580288","CD3-CD56+ NK cells"
"4849","GSM3580289","CD3-CD56+ NK cells"
"4850","GSM3580290","CD3-CD56+ NK cells"
"4851","GSM3580291","CD3-CD56+ NK cells"
"4852","GSM3580292","CD3-CD56+ NK cells"
"4853","GSM3580293","CD3-CD56+ NK cells"
"4854","GSM3580294","CD3-CD56+ NK cells"
"4855","GSM3580295","CD3-CD56+ NK cells"
"4856","GSM3580296","CD3-CD56+ NK cells"
"4857","GSM3580297","CD3-CD56+ NK cells"
"4858","GSM3580298","CD3-CD56+ NK cells"
"4859","GSM3580299","CD3-CD56+ NK cells"
"4860","GSM3580300","CD3-CD56+ NK cells"
"4861","GSM3580301","CD3-CD56+ NK cells"
"4862","GSM3580302","CD3-CD56+ NK cells"
"4863","GSM3580303","CD3-CD56+ NK cells"
"4864","GSM3580304","CD3-CD56+ NK cells"
"4865","GSM3580305","CD3-CD56+ NK cells"
"4866","GSM3580306","CD3-CD56+ NK cells"
"4867","GSM3580307","CD3-CD56+ NK cells"
"4868","GSM3580308","CD3-CD56+ NK cells"
"4869","GSM3580309","CD3-CD56+ NK cells"
"4870","GSM3580310","CD3-CD56+ NK cells"
"4871","GSM3580311","CD3-CD56+ NK cells"
"4872","GSM3580312","CD3-CD56+ NK cells"
"4873","GSM3580313","CD3-CD56+ NK cells"
"4874","GSM3580314","CD3-CD56+ NK cells"
"4875","GSM3580315","CD3-CD56+ NK cells"
"4876","GSM3580316","CD3-CD56+ NK cells"
"4877","GSM3580317","CD3-CD56+ NK cells"
"4878","GSM3580318","CD3-CD56+ NK cells"
"4879","GSM3580319","CD3-CD56+ NK cells"
"4880","GSM3580320","CD3-CD56+ NK cells"
"4881","GSM3580321","CD3-CD56+ NK cells"
"4882","GSM3580322","CD3-CD56+ NK cells"
"4883","GSM3580323","CD3-CD56+ NK cells"
"4884","GSM3580324","CD3-CD56+ NK cells"
"4885","GSM3580325","CD3-CD56+ NK cells"
"4886","GSM3580326","CD3-CD56+ NK cells"
"4887","GSM3580327","CD3-CD56+ NK cells"
"4888","GSM3580328","CD3-CD56+ NK cells"
"4889","GSM3580329","CD3-CD56+ NK cells"
"4890","GSM3580330","CD3-CD56+ NK cells"
"4891","GSM3580331","CD3-CD56+ NK cells"
"4892","GSM3580332","CD3-CD56+ NK cells"
"4893","GSM3580333","CD3-CD56+ NK cells"
"4894","GSM3580334","CD3-CD56+ NK cells"
"4895","GSM3580335","CD3-CD56+ NK cells"
"4896","GSM3580336","CD3-CD56+ NK cells"
"4897","GSM3580337","CD3-CD56+ NK cells"
"4898","GSM3580967","embryonic stem cells "
"4899","GSM3580968","embryonic stem cells "
"4900","GSM3580969","embryonic stem cells "
"4901","GSM3580970","embryonic stem cells "
"4902","GSM3580971","embryonic stem cells "
"4903","GSM3580972","embryonic stem cells "
"4904","GSM3580973","embryonic stem cells "
"4905","GSM3580974","embryonic stem cells "
"4906","GSM3580975","embryonic stem cells "
"4907","GSM3580976","embryonic stem cells "
"4908","GSM3580977","embryonic stem cells "
"4909","GSM3580978","embryonic stem cells "
"4910","GSM3580979","embryonic stem cells "
"4911","GSM3580980","embryonic stem cells "
"4912","GSM3580981","embryonic stem cells "
"4913","GSM3580982","embryonic stem cells "
"4914","GSM3580983","embryonic stem cells "
"4915","GSM3580984","embryonic stem cells "
"4916","GSM3580985","embryonic stem cells "
"4917","GSM3580986","embryonic stem cells "
"4918","GSM3580987","embryonic stem cells "
"4919","GSM3580988","embryonic stem cells "
"4920","GSM3580989","embryonic stem cells "
"4921","GSM3580990","embryonic stem cells "
"4922","GSM3580991","embryonic stem cells "
"4923","GSM3580992","embryonic stem cells "
"4924","GSM3580993","embryonic stem cells "
"4925","GSM3580994","embryonic stem cells "
"4926","GSM3580995","embryonic stem cells "
"4927","GSM3580996","embryonic stem cells "
"4928","GSM3580997","embryonic stem cells "
"4929","GSM3580998","embryonic stem cells "
"4930","GSM3580999","embryonic stem cells "
"4931","GSM3581000","embryonic stem cells "
"4932","GSM3581001","embryonic stem cells "
"4933","GSM3581002","embryonic stem cells "
"4934","GSM3581003","embryonic stem cells "
"4935","GSM3581004","embryonic stem cells "
"4936","GSM3581005","embryonic stem cells "
"4937","GSM3581006","embryonic stem cells "
"4938","GSM3581007","embryonic stem cells "
"4939","GSM3581008","embryonic stem cells "
"4940","GSM3581009","embryonic stem cells "
"4941","GSM3581010","embryonic stem cells "
"4942","GSM3581011","embryonic stem cells "
"4943","GSM3581012","embryonic stem cells "
"4944","GSM3581013","embryonic stem cells "
"4945","GSM3581014","embryonic stem cells "
"4946","GSM3581510","HepG2"
"4947","GSM3581511","HepG2"
"4948","GSM3582924","WM902B"
"4949","GSM3582925","WM902B"
"4950","GSM3582926","WM902B"
"4951","GSM3582927","WM902B"
"4952","GSM3582928","WM902B"
"4953","GSM3582929","WM902B"
"4954","GSM3582930","WM902B"
"4955","GSM3582931","WM902B"
"4956","GSM3595796","HEK293T"
"4957","GSM3595797","HEK293T"
"4958","GSM3595798","HEK293T"
"4959","GSM3595799","HEK293T"
"4960","GSM3595800","HEK293T"
"4961","GSM3595801","HEK293T"
"4962","GSM3595802","HEK293T"
"4963","GSM3595803","HEK293T"
"4964","GSM3597551","Liver cells"
"4965","GSM3597552","Liver cells"
"4966","GSM3597553","Liver cells"
"4967","GSM3597554","Liver cells"
"4968","GSM3597555","Liver cells"
"4969","GSM3597556","Liver cells"
"4970","GSM3597557","Liver cells"
"4971","GSM3597558","Liver cells"
"4972","GSM3597559","Liver cells"
"4973","GSM3597560","Liver cells"
"4974","GSM3597561","Liver cells"
"4975","GSM3597562","HCT-116"
"4976","GSM3597563","HCT-116"
"4977","GSM3597564","HCT-116"
"4978","GSM3597565","HCT-116"
"4979","GSM3597566","HCT-116"
"4980","GSM3597567","HCT-116"
"4981","GSM3597568","HCT-116"
"4982","GSM3597569","HCT-116"
"4983","GSM3597570","HCT-116"
"4984","GSM3597571","HCT-116"
"4985","GSM3597572","HCT-116"
"4986","GSM3597573","HCT-116"
"4987","GSM3610679","Epidermal basal cells"
"4988","GSM3610680","Epidermal basal cells"
"4989","GSM3610681","Epidermal basal cells"
"4990","GSM3610682","Epidermal basal cells"
"4991","GSM3610683","Epidermal basal cells"
"4992","GSM3610684","Epidermal basal cells"
"4993","GSM3610685","Epidermal basal cells"
"4994","GSM3610686","Epidermal basal cells"
"4995","GSM3610687","Epidermal basal cells"
"4996","GSM3610688","Epidermal basal cells"
"4997","GSM3610689","Epidermal basal cells"
"4998","GSM3610690","Epidermal basal cells"
"4999","GSM3610691","Epidermal basal cells"
"5000","GSM3610692","Epidermal basal cells"
"5001","GSM3610693","Epidermal basal cells"
"5002","GSM3610694","Epidermal basal cells"
"5003","GSM3610695","Epidermal basal cells"
"5004","GSM3610696","Epidermal basal cells"
"5005","GSM3611926","HMECs"
"5006","GSM3611927","HMECs"
"5007","GSM3611928","HMECs"
"5008","GSM3611929","HMECs"
"5009","GSM3611930","HMECs"
"5010","GSM3611931","HMECs"
"5012","GSM3611933","MCF10A"
"5013","GSM3611934","MCF10A"
"5014","GSM3611935","MCF10A"
"5015","GSM3611936","T47D"
"5016","GSM3611937","T47D"
"5017","GSM3611938","T47D"
"5018","GSM3611939","T47D"
"5019","GSM3611940","ZR75-1"
"5020","GSM3611941","ZR75-1"
"5021","GSM3611942","ZR75-1"
"5022","GSM3611943","ZR75-1"
"5023","GSM3611944","SUM159PT"
"5024","GSM3611945","SUM159PT"
"5026","GSM3611947","SUM159PT"
"5027","GSM3611948","SUM159PT"
"5028","GSM3611949","SUM159PT"
"5029","GSM3611950","SUM159PT"
"5030","GSM3611951","SUM159PT"
"5031","GSM3611952","MDA-MB-231"
"5032","GSM3611953","MDA-MB-231"
"5033","GSM3611954","MDA-MB-231"
"5034","GSM3611955","MDA-MB-231"
"5035","GSM3637564","Huh-7.5"
"5036","GSM3637565","Huh-7.5"
"5037","GSM3637566","Huh-7.5"
"5038","GSM3637567","Huh-7.5"
"5039","GSM3637568","Huh-7.5"
"5040","GSM3637569","Huh-7.5"
"5041","GSM3637570","Huh-7.5"
"5042","GSM3637571","Huh-7.5"
"5043","GSM3637572","Huh-7.5"
"5044","GSM3637573","Huh-7.5"
"5045","GSM3637574","Huh-7.5"
"5046","GSM3637575","Huh-7.5"
"5047","GSM3670842","resting state B cells"
"5048","GSM3670843","resting state B cells"
"5049","GSM3670844","resting state T cells"
"5050","GSM3670845","resting state T cells"
"5051","GSM3670846","resting state B cells"
"5052","GSM3670847","resting state B cells"
"5053","GSM3670848","resting state T cells"
"5054","GSM3670849","resting state T cells"
"5055","GSM3671370","Huh7"
"5056","GSM3671371","Huh7"
"5057","GSM3671384","foreskin fibroblasts"
"5058","GSM3671385","foreskin fibroblasts"
"5059","GSM3671386","foreskin fibroblasts"
"5060","GSM3671387","foreskin fibroblasts"
"5061","GSM3671388","foreskin fibroblasts"
"5062","GSM3671389","foreskin fibroblasts"
"5063","GSM3671390","foreskin fibroblasts"
"5064","GSM3671391","foreskin fibroblasts"
"5065","GSM3671392","foreskin fibroblasts"
"5066","GSM3671393","foreskin fibroblasts"
"5067","GSM3671668","iPSC"
"5068","GSM3671669","iPSC"
"5069","GSM3671670","iPSC"
"5070","GSM3671671","iPSC"
"5071","GSM3671672","iPSC"
"5072","GSM3671673","iPSC"
"5073","GSM3671674","iPSC"
"5074","GSM3671675","iPSC"
"5075","GSM3671676","iPSC"
"5076","GSM3671677","iPSC"
"5077","GSM3671678","iPSC"
"5078","GSM3671679","iPSC"
"5079","GSM3671680","iPSC"
"5080","GSM3671681","iPSC"
"5081","GSM3671682","iPSC"
"5082","GSM3671683","iPSC"
"5083","GSM3671684","iPSC"
"5084","GSM3671685","iPSC"
"5085","GSM3671686","iPSC"
"5086","GSM3671687","iPSC"
"5087","GSM3671688","iPSC"
"5088","GSM3671689","iPSC"
"5089","GSM3671690","iPSC"
"5090","GSM3671691","iPSC"
"5091","GSM3679617","RPEI"
"5092","GSM3679618","RPEI"
"5093","GSM3679619","RPEI"
"5094","GSM3679620","RPEI"
"5095","GSM3679621","RPEI"
"5096","GSM3679622","RPEI"
"5097","GSM3679623","RPEI"
"5098","GSM3679624","RPEI"
"5099","GSM3679625","RPEI"
"5100","GSM3679626","RPEI"
"5101","GSM3679627","RPEI"
"5102","GSM3679628","RPEI"
"5103","GSM3692340","K562"
"5104","GSM3692341","K562"
"5105","GSM3692342","HepG2"
"5106","GSM3692343","HepG2"
"5107","GSM3702256","embryonic fibroblast"
"5108","GSM3702257","embryonic fibroblast"
"5109","GSM3702258","HEK293T"
"5110","GSM3702259","HEK293T"
"5111","GSM3702260","HEK293T"
"5112","GSM3702261","HEK293T"
"5113","GSM3702262","HEK293T"
"5114","GSM3702263","HEK293T"
"5115","GSM3702264","HEK293T"
"5116","GSM3702265","HEK293T"
"5117","GSM3702266","HEK293T"
"5118","GSM3702267","HEK293T"
"5119","GSM3704305","HeLa S3"
"5120","GSM3704306","HeLa S3"
"5121","GSM3704307","HeLa S3"
"5122","GSM3704308","HeLa S3"
"5123","GSM3704309","HeLa S3"
"5124","GSM3704310","HeLa S3"
"5125","GSM3718424","A549"
"5126","GSM3718425","A549"
"5127","GSM3718426","A549"
"5128","GSM3718427","A549"
"5129","GSM3718428","A549"
"5130","GSM3718429","A549"
"5131","GSM3718430","A549"
"5132","GSM3718431","A549"
"5133","GSM3720421","A2780"
"5134","GSM3720422","A2780"
"5135","GSM3720423","A2780"
"5136","GSM3720424","A2780"
"5137","GSM3720425","A2780"
"5138","GSM3720426","A2780"
"5139","GSM3720427","A2780"
"5140","GSM3720428","A2780"
"5141","GSM3720431","A2780"
"5142","GSM3720432","A2780"
"5143","GSM3720433","A2780"
"5144","GSM3720434","A2780"
"5145","GSM3720435","A2780"
"5146","GSM3720436","A2780"
"5147","GSM3720437","A2780"
"5148","GSM3720438","A2780"
"5149","GSM3721649","LN-308"
"5150","GSM3721650","LN-308"
"5151","GSM3721651","LN-308"
"5152","GSM3721652","LN-308"
"5153","GSM3721653","LN-308"
"5154","GSM3721654","LN-308"
"5155","GSM3721655","LN-308"
"5156","GSM3721656","LN-308"
"5157","GSM3721657","LN-308"
"5158","GSM3721658","LN-308"
"5159","GSM3721659","LN-308"
"5160","GSM3721660","LN-308"
"5161","GSM3721661","LN-308"
"5162","GSM3721662","LN-308"
"5163","GSM3721663","LN-308"
"5164","GSM3721664","LN-308"
"5165","GSM3721665","LN-308"
"5166","GSM3721666","LN-308"
"5167","GSM3721667","LN-308"
"5168","GSM3721668","LN-308"
"5169","GSM3721669","LN-308"
"5170","GSM3721670","LN-308"
"5173","GSM3722552","3T3"
"5174","GSM3722553","3T3"
"5175","GSM3722554","3T3"
"5176","GSM3722555","3T3"
"5178","GSM3722557","3T3"
"5180","GSM3722559","3T3"
"5181","GSM3722560","3T3"
"5182","GSM3722561","3T3"
"5183","GSM3722562","3T3"
"5184","GSM3722563","3T3"
"5185","GSM3722564","3T3"
"5186","GSM3722565","3T3"
"5187","GSM3722566","3T3"
"5188","GSM3722567","3T3"
"5189","GSM3722574","Cortical neuron"
"5190","GSM3722575","Cortical neuron"
"5191","GSM3722576","Cortical neuron"
"5192","GSM3722577","Cortical neuron"
"5193","GSM3722578","Cortical neuron"
"5194","GSM3722579","Cortical neuron"
"5195","GSM3722580","Cortical neuron"
"5196","GSM3722581","Cortical neuron"
"5197","GSM3722582","Cortical neuron"
"5198","GSM3722583","Cortical neuron"
"5199","GSM3722584","Cortical neuron"
"5200","GSM3722585","Cortical neuron"
"5201","GSM3722586","Cortical neuron"
"5202","GSM3722587","Cortical neuron"
"5203","GSM3722588","Cortical neuron"
"5204","GSM3722589","Cortical neuron"
"5205","GSM3722590","Cortical neuron"
"5206","GSM3722591","Cortical neuron"
"5207","GSM3723750","foreskin fibroblasts"
"5208","GSM3723751","foreskin fibroblasts"
"5209","GSM3723752","foreskin fibroblasts"
"5210","GSM3723753","foreskin fibroblasts"
"5211","GSM3723754","foreskin fibroblasts"
"5212","GSM3723755","foreskin fibroblasts"
